Couple,File_1,File_2,Kappa
Mario-Jinane,Mario/nemotron/sheet_10_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_10_annotations_HARCHAL.csv,0.223
Hao-Jinane,Hao/nemotron/sheet_10_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_10_annotations_HARCHAL.csv,0.104
Mario-Hao,Mario/nemotron/sheet_10_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_10_annotations_Hao_nemotron.csv,0.129
Mario-Axel,Axel/nemotron/sheet_13_annotations_FELTEN.csv,Mario/nemotron/sheet_13_annotations_JAKIMOSKI.csv,0.409
Hao-Axel,Axel/nemotron/sheet_13_annotations_FELTEN.csv,Hao/nemotron/sheet_13_annotations_Hao_nemotron.csv,0.195
Jinane-Axel,Axel/nemotron/sheet_13_annotations_FELTEN.csv,Jinane/nemotron/sheet_13_annotations_HARCHAL.csv,-0.009
Mario-Jinane,Mario/nemotron/sheet_13_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_13_annotations_HARCHAL.csv,0.065
Hao-Jinane,Hao/nemotron/sheet_13_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_13_annotations_HARCHAL.csv,-0.096
Mario-Hao,Mario/nemotron/sheet_13_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_13_annotations_Hao_nemotron.csv,0.104
Mario-Axel,Axel/nemotron/sheet_19_annotations_FELTEN.csv,Mario/nemotron/sheet_19_annotations_JAKIMOSKI.csv,-0.085
Hao-Axel,Axel/nemotron/sheet_19_annotations_FELTEN.csv,Hao/nemotron/sheet_19_annotations_Hao_nemotron.csv,0.195
Jinane-Axel,Axel/nemotron/sheet_19_annotations_FELTEN.csv,Jinane/nemotron/sheet_19_annotations_HARCHAL.csv,0.038
Mario-Jinane,Mario/nemotron/sheet_19_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_19_annotations_HARCHAL.csv,0.254
Hao-Jinane,Hao/nemotron/sheet_19_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_19_annotations_HARCHAL.csv,-0.041
Mario-Hao,Mario/nemotron/sheet_19_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_19_annotations_Hao_nemotron.csv,0.084
Mario-Axel,Axel/nemotron/sheet_30_annotations_FELTEN.csv,Mario/nemotron/sheet_30_annotations_JAKIMOSKI.csv,0.230
Hao-Axel,Axel/nemotron/sheet_30_annotations_FELTEN.csv,Hao/nemotron/sheet_30_annotations_Hao_nemotron.csv,0.151
Jinane-Axel,Axel/nemotron/sheet_30_annotations_FELTEN.csv,Jinane/nemotron/sheet_30_annotations_HARCHAL.csv,0.364
Mario-Jinane,Mario/nemotron/sheet_30_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_30_annotations_HARCHAL.csv,0.193
Hao-Jinane,Hao/nemotron/sheet_30_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_30_annotations_HARCHAL.csv,0.144
Mario-Hao,Mario/nemotron/sheet_30_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_30_annotations_Hao_nemotron.csv,0.394
Mario-Axel,Axel/nemotron/sheet_38_annotations_FELTEN.csv,Mario/nemotron/sheet_38_annotations_JAKIMOSKI.csv,0.103
Hao-Axel,Axel/nemotron/sheet_38_annotations_FELTEN.csv,Hao/nemotron/sheet_38_annotations_Hao_nemotron.csv,-0.068
Jinane-Axel,Axel/nemotron/sheet_38_annotations_FELTEN.csv,Jinane/nemotron/sheet_38_annotations_HARCHAL.csv,0.099
Mario-Jinane,Mario/nemotron/sheet_38_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_38_annotations_HARCHAL.csv,0.205
Hao-Jinane,Hao/nemotron/sheet_38_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_38_annotations_HARCHAL.csv,-0.067
Mario-Hao,Mario/nemotron/sheet_38_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_38_annotations_Hao_nemotron.csv,0.050
Mario-Axel,Axel/nemotron/sheet_39_annotations_FELTEN.csv,Mario/nemotron/sheet_39_annotations_JAKIMOSKI.csv,0.154
Hao-Axel,Axel/nemotron/sheet_39_annotations_FELTEN.csv,Hao/nemotron/sheet_39_annotations_Hao_nemotron.csv,0.171
Jinane-Axel,Axel/nemotron/sheet_39_annotations_FELTEN.csv,Jinane/nemotron/sheet_39_annotations_HARCHAL.csv,0.101
Mario-Jinane,Mario/nemotron/sheet_39_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_39_annotations_HARCHAL.csv,0.047
Hao-Jinane,Hao/nemotron/sheet_39_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_39_annotations_HARCHAL.csv,0.129
Mario-Hao,Mario/nemotron/sheet_39_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_39_annotations_Hao_nemotron.csv,0.113
Mario-Axel,Axel/nemotron/sheet_50_annotations_FELTEN.csv,Mario/nemotron/sheet_50_annotations_JAKIMOSKI.csv,0.242
Hao-Axel,Axel/nemotron/sheet_50_annotations_FELTEN.csv,Hao/nemotron/sheet_50_annotations_Hao_nemotron.csv,0.010
Jinane-Axel,Axel/nemotron/sheet_50_annotations_FELTEN.csv,Jinane/nemotron/sheet_50_annotations_HARCHAL.csv,0.062
Mario-Jinane,Mario/nemotron/sheet_50_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_50_annotations_HARCHAL.csv,0.133
Hao-Jinane,Hao/nemotron/sheet_50_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_50_annotations_HARCHAL.csv,0.243
Mario-Hao,Mario/nemotron/sheet_50_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_50_annotations_Hao_nemotron.csv,-0.008
Mario-Axel,Axel/nemotron/sheet_7_annotations_FELTEN.csv,Mario/nemotron/sheet_7_annotations_JAKIMOSKI.csv,0.296
Hao-Axel,Axel/nemotron/sheet_7_annotations_FELTEN.csv,Hao/nemotron/sheet_7_annotations_Hao_nemotron.csv,0.083
Jinane-Axel,Axel/nemotron/sheet_7_annotations_FELTEN.csv,Jinane/nemotron/sheet_7_annotations_HARCHAL.csv,0.459
Mario-Jinane,Mario/nemotron/sheet_7_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_7_annotations_HARCHAL.csv,0.401
Hao-Jinane,Hao/nemotron/sheet_7_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_7_annotations_HARCHAL.csv,0.192
Mario-Hao,Mario/nemotron/sheet_7_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_7_annotations_Hao_nemotron.csv,0.177
Mario-Axel,Axel/qwen/sheet_10_annotations_FELTEN.csv,Mario/qwen/sheet_10_annotations_JAKIMOSKI.csv,0.232
Hao-Axel,Axel/qwen/sheet_10_annotations_FELTEN.csv,Hao/qwen/sheet_10_annotations_Hao_Qwen.csv,0.139
Jinane-Axel,Axel/qwen/sheet_10_annotations_FELTEN.csv,Jinane/qwen/sheet_10_annotations_HARCHAL.csv,0.229
Mario-Jinane,Mario/qwen/sheet_10_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_10_annotations_HARCHAL.csv,0.219
Hao-Jinane,Hao/qwen/sheet_10_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_10_annotations_HARCHAL.csv,0.200
Mario-Hao,Mario/qwen/sheet_10_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_10_annotations_Hao_Qwen.csv,0.191
Mario-Axel,Axel/qwen/sheet_13_annotations_FELTEN.csv,Mario/qwen/sheet_13_annotations_JAKIMOSKI.csv,0.234
Hao-Axel,Axel/qwen/sheet_13_annotations_FELTEN.csv,Hao/qwen/sheet_13_annotations_Hao_Qwen.csv,0.018
Jinane-Axel,Axel/qwen/sheet_13_annotations_FELTEN.csv,Jinane/qwen/sheet_13_annotations_HARCHAL.csv,0.112
Mario-Jinane,Mario/qwen/sheet_13_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_13_annotations_HARCHAL.csv,0.109
Hao-Jinane,Hao/qwen/sheet_13_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_13_annotations_HARCHAL.csv,0.112
Mario-Hao,Mario/qwen/sheet_13_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_13_annotations_Hao_Qwen.csv,-0.053
Mario-Axel,Axel/qwen/sheet_19_annotations_FELTEN.csv,Mario/qwen/sheet_19_annotations_JAKIMOSKI.csv,0.225
Hao-Axel,Axel/qwen/sheet_19_annotations_FELTEN.csv,Hao/qwen/sheet_19_annotations_Hao_Qwen.csv,-0.036
Jinane-Axel,Axel/qwen/sheet_19_annotations_FELTEN.csv,Jinane/qwen/sheet_19_annotations_HARCHAL.csv,-0.024
Mario-Jinane,Mario/qwen/sheet_19_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_19_annotations_HARCHAL.csv,0.019
Hao-Jinane,Hao/qwen/sheet_19_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_19_annotations_HARCHAL.csv,0.195
Mario-Hao,Mario/qwen/sheet_19_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_19_annotations_Hao_Qwen.csv,-0.086
Mario-Axel,Axel/qwen/sheet_30_annotations_FELTEN.csv,Mario/qwen/sheet_30_annotations_JAKIMOSKI.csv,-0.046
Hao-Axel,Axel/qwen/sheet_30_annotations_FELTEN.csv,Hao/qwen/sheet_30_annotations_Hao_Qwen.csv,-0.024
Jinane-Axel,Axel/qwen/sheet_30_annotations_FELTEN.csv,Jinane/qwen/sheet_30_annotations_HARCHAL.csv,0.000
Mario-Jinane,Mario/qwen/sheet_30_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_30_annotations_HARCHAL.csv,0.000
Hao-Jinane,Hao/qwen/sheet_30_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_30_annotations_HARCHAL.csv,0.000
Mario-Hao,Mario/qwen/sheet_30_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_30_annotations_Hao_Qwen.csv,0.030
Mario-Axel,Axel/qwen/sheet_38_annotations_FELTEN.csv,Mario/qwen/sheet_38_annotations_JAKIMOSKI.csv,0.110
Hao-Axel,Axel/qwen/sheet_38_annotations_FELTEN.csv,Hao/qwen/sheet_38_annotations_Hao_Qwen.csv,0.044
Jinane-Axel,Axel/qwen/sheet_38_annotations_FELTEN.csv,Jinane/qwen/sheet_38_annotations_HARCHAL.csv,0.122
Mario-Jinane,Mario/qwen/sheet_38_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_38_annotations_HARCHAL.csv,0.296
Hao-Jinane,Hao/qwen/sheet_38_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_38_annotations_HARCHAL.csv,0.128
Mario-Hao,Mario/qwen/sheet_38_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_38_annotations_Hao_Qwen.csv,0.064
Mario-Axel,Axel/qwen/sheet_39_annotations_FELTEN.csv,Mario/qwen/sheet_39_annotations_JAKIMOSKI.csv,0.133
Hao-Axel,Axel/qwen/sheet_39_annotations_FELTEN.csv,Hao/qwen/sheet_39_annotations_Hao_Qwen.csv,0.342
Jinane-Axel,Axel/qwen/sheet_39_annotations_FELTEN.csv,Jinane/qwen/sheet_39_annotations_HARCHAL.csv,0.217
Mario-Jinane,Mario/qwen/sheet_39_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_39_annotations_HARCHAL.csv,0.179
Hao-Jinane,Hao/qwen/sheet_39_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_39_annotations_HARCHAL.csv,0.305
Mario-Hao,Mario/qwen/sheet_39_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_39_annotations_Hao_Qwen.csv,0.219
Mario-Axel,Axel/qwen/sheet_50_annotations_FELTEN.csv,Mario/qwen/sheet_50_annotations_JAKIMOSKI.csv,0.086
Hao-Axel,Axel/qwen/sheet_50_annotations_FELTEN.csv,Hao/qwen/sheet_50_annotations_Hao_Qwen.csv,0.230
Jinane-Axel,Axel/qwen/sheet_50_annotations_FELTEN.csv,Jinane/qwen/sheet_50_annotations_HARCHAL.csv,0.111
Mario-Jinane,Mario/qwen/sheet_50_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_50_annotations_HARCHAL.csv,0.006
Hao-Jinane,Hao/qwen/sheet_50_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_50_annotations_HARCHAL.csv,0.161
Mario-Hao,Mario/qwen/sheet_50_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_50_annotations_Hao_Qwen.csv,0.102
Mario-Axel,Axel/qwen/sheet_7_annotations_FELTEN.csv,Mario/qwen/sheet_7_annotations_JAKIMOSKI.csv,0.219
Hao-Axel,Axel/qwen/sheet_7_annotations_FELTEN.csv,Hao/qwen/sheet_7_annotations_Hao_Qwen.csv,0.213
Jinane-Axel,Axel/qwen/sheet_7_annotations_FELTEN.csv,Jinane/qwen/sheet_7_annotations_HARCHAL.csv,0.261
Mario-Jinane,Mario/qwen/sheet_7_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_7_annotations_HARCHAL.csv,0.222
Hao-Jinane,Hao/qwen/sheet_7_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_7_annotations_HARCHAL.csv,0.197
Mario-Hao,Mario/qwen/sheet_7_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_7_annotations_Hao_Qwen.csv,0.351
