Couple,File_1,File_2,Kappa
Hao-Jinane,Hao/nemotron/sheet_10_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_10_annotations_HARCHAL.csv,0.079
Mario-Hao,Mario/nemotron/sheet_10_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_10_annotations_Hao_nemotron.csv,0.096
Mario-Axel,Axel/nemotron/sheet_13_annotations_FELTEN.csv,Mario/nemotron/sheet_13_annotations_JAKIMOSKI.csv,0.266
Hao-Axel,Axel/nemotron/sheet_13_annotations_FELTEN.csv,Hao/nemotron/sheet_13_annotations_Hao_nemotron.csv,0.057
Jinane-Axel,Axel/nemotron/sheet_13_annotations_FELTEN.csv,Jinane/nemotron/sheet_13_annotations_HARCHAL.csv,0.078
Mario-Jinane,Mario/nemotron/sheet_13_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_13_annotations_HARCHAL.csv,0.092
Hao-Jinane,Hao/nemotron/sheet_13_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_13_annotations_HARCHAL.csv,-0.008
Mario-Hao,Mario/nemotron/sheet_13_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_13_annotations_Hao_nemotron.csv,0.022
Mario-Axel,Axel/nemotron/sheet_19_annotations_FELTEN.csv,Mario/nemotron/sheet_19_annotations_JAKIMOSKI.csv,-0.081
Hao-Axel,Axel/nemotron/sheet_19_annotations_FELTEN.csv,Hao/nemotron/sheet_19_annotations_Hao_nemotron.csv,0.017
Jinane-Axel,Axel/nemotron/sheet_19_annotations_FELTEN.csv,Jinane/nemotron/sheet_19_annotations_HARCHAL.csv,0.217
Mario-Jinane,Mario/nemotron/sheet_19_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_19_annotations_HARCHAL.csv,0.121
Hao-Jinane,Hao/nemotron/sheet_19_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_19_annotations_HARCHAL.csv,-0.029
Mario-Hao,Mario/nemotron/sheet_19_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_19_annotations_Hao_nemotron.csv,0.012
Mario-Axel,Axel/nemotron/sheet_30_annotations_FELTEN.csv,Mario/nemotron/sheet_30_annotations_JAKIMOSKI.csv,0.173
Hao-Axel,Axel/nemotron/sheet_30_annotations_FELTEN.csv,Hao/nemotron/sheet_30_annotations_Hao_nemotron.csv,0.017
Jinane-Axel,Axel/nemotron/sheet_30_annotations_FELTEN.csv,Jinane/nemotron/sheet_30_annotations_HARCHAL.csv,0.127
Mario-Jinane,Mario/nemotron/sheet_30_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_30_annotations_HARCHAL.csv,0.125
Hao-Jinane,Hao/nemotron/sheet_30_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_30_annotations_HARCHAL.csv,0.020
Mario-Hao,Mario/nemotron/sheet_30_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_30_annotations_Hao_nemotron.csv,0.181
Mario-Axel,Axel/nemotron/sheet_38_annotations_FELTEN.csv,Mario/nemotron/sheet_38_annotations_JAKIMOSKI.csv,0.107
Hao-Axel,Axel/nemotron/sheet_38_annotations_FELTEN.csv,Hao/nemotron/sheet_38_annotations_Hao_nemotron.csv,0.028
Jinane-Axel,Axel/nemotron/sheet_38_annotations_FELTEN.csv,Jinane/nemotron/sheet_38_annotations_HARCHAL.csv,0.104
Mario-Jinane,Mario/nemotron/sheet_38_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_38_annotations_HARCHAL.csv,0.159
Hao-Jinane,Hao/nemotron/sheet_38_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_38_annotations_HARCHAL.csv,-0.001
Mario-Hao,Mario/nemotron/sheet_38_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_38_annotations_Hao_nemotron.csv,0.085
Mario-Axel,Axel/nemotron/sheet_39_annotations_FELTEN.csv,Mario/nemotron/sheet_39_annotations_JAKIMOSKI.csv,0.112
Hao-Axel,Axel/nemotron/sheet_39_annotations_FELTEN.csv,Hao/nemotron/sheet_39_annotations_Hao_nemotron.csv,0.038
Jinane-Axel,Axel/nemotron/sheet_39_annotations_FELTEN.csv,Jinane/nemotron/sheet_39_annotations_HARCHAL.csv,0.028
Mario-Jinane,Mario/nemotron/sheet_39_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_39_annotations_HARCHAL.csv,0.029
Hao-Jinane,Hao/nemotron/sheet_39_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_39_annotations_HARCHAL.csv,0.063
Mario-Hao,Mario/nemotron/sheet_39_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_39_annotations_Hao_nemotron.csv,-0.001
Mario-Axel,Axel/nemotron/sheet_50_annotations_FELTEN.csv,Mario/nemotron/sheet_50_annotations_JAKIMOSKI.csv,0.088
Hao-Axel,Axel/nemotron/sheet_50_annotations_FELTEN.csv,Hao/nemotron/sheet_50_annotations_Hao_nemotron.csv,0.021
Jinane-Axel,Axel/nemotron/sheet_50_annotations_FELTEN.csv,Jinane/nemotron/sheet_50_annotations_HARCHAL.csv,0.042
Mario-Jinane,Mario/nemotron/sheet_50_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_50_annotations_HARCHAL.csv,0.058
Hao-Jinane,Hao/nemotron/sheet_50_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_50_annotations_HARCHAL.csv,0.159
Mario-Hao,Mario/nemotron/sheet_50_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_50_annotations_Hao_nemotron.csv,-0.058
Mario-Axel,Axel/nemotron/sheet_7_annotations_FELTEN.csv,Mario/nemotron/sheet_7_annotations_JAKIMOSKI.csv,0.213
Hao-Axel,Axel/nemotron/sheet_7_annotations_FELTEN.csv,Hao/nemotron/sheet_7_annotations_Hao_nemotron.csv,0.047
Jinane-Axel,Axel/nemotron/sheet_7_annotations_FELTEN.csv,Jinane/nemotron/sheet_7_annotations_HARCHAL.csv,0.245
Mario-Jinane,Mario/nemotron/sheet_7_annotations_JAKIMOSKI.csv,Jinane/nemotron/sheet_7_annotations_HARCHAL.csv,0.267
Hao-Jinane,Hao/nemotron/sheet_7_annotations_Hao_nemotron.csv,Jinane/nemotron/sheet_7_annotations_HARCHAL.csv,0.125
Mario-Hao,Mario/nemotron/sheet_7_annotations_JAKIMOSKI.csv,Hao/nemotron/sheet_7_annotations_Hao_nemotron.csv,0.107
Mario-Axel,Axel/qwen/sheet_10_annotations_FELTEN.csv,Mario/qwen/sheet_10_annotations_JAKIMOSKI.csv,0.190
Hao-Axel,Axel/qwen/sheet_10_annotations_FELTEN.csv,Hao/qwen/sheet_10_annotations_Hao_Qwen.csv,0.077
Jinane-Axel,Axel/qwen/sheet_10_annotations_FELTEN.csv,Jinane/qwen/sheet_10_annotations_HARCHAL.csv,0.254
Mario-Jinane,Mario/qwen/sheet_10_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_10_annotations_HARCHAL.csv,0.272
Hao-Jinane,Hao/qwen/sheet_10_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_10_annotations_HARCHAL.csv,0.126
Mario-Hao,Mario/qwen/sheet_10_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_10_annotations_Hao_Qwen.csv,0.163
Mario-Axel,Axel/qwen/sheet_13_annotations_FELTEN.csv,Mario/qwen/sheet_13_annotations_JAKIMOSKI.csv,0.175
Hao-Axel,Axel/qwen/sheet_13_annotations_FELTEN.csv,Hao/qwen/sheet_13_annotations_Hao_Qwen.csv,-0.010
Jinane-Axel,Axel/qwen/sheet_13_annotations_FELTEN.csv,Jinane/qwen/sheet_13_annotations_HARCHAL.csv,0.235
Mario-Jinane,Mario/qwen/sheet_13_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_13_annotations_HARCHAL.csv,0.107
Hao-Jinane,Hao/qwen/sheet_13_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_13_annotations_HARCHAL.csv,0.043
Mario-Hao,Mario/qwen/sheet_13_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_13_annotations_Hao_Qwen.csv,-0.075
Mario-Axel,Axel/qwen/sheet_19_annotations_FELTEN.csv,Mario/qwen/sheet_19_annotations_JAKIMOSKI.csv,0.000
Hao-Axel,Axel/qwen/sheet_19_annotations_FELTEN.csv,Hao/qwen/sheet_19_annotations_Hao_Qwen.csv,0.040
Jinane-Axel,Axel/qwen/sheet_19_annotations_FELTEN.csv,Jinane/qwen/sheet_19_annotations_HARCHAL.csv,0.296
Mario-Jinane,Mario/qwen/sheet_19_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_19_annotations_HARCHAL.csv,0.053
Hao-Jinane,Hao/qwen/sheet_19_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_19_annotations_HARCHAL.csv,-0.004
Mario-Hao,Mario/qwen/sheet_19_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_19_annotations_Hao_Qwen.csv,-0.094
Mario-Axel,Axel/qwen/sheet_30_annotations_FELTEN.csv,Mario/qwen/sheet_30_annotations_JAKIMOSKI.csv,0.016
Hao-Axel,Axel/qwen/sheet_30_annotations_FELTEN.csv,Hao/qwen/sheet_30_annotations_Hao_Qwen.csv,-0.023
Jinane-Axel,Axel/qwen/sheet_30_annotations_FELTEN.csv,Jinane/qwen/sheet_30_annotations_HARCHAL.csv,0.235
Mario-Jinane,Mario/qwen/sheet_30_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_30_annotations_HARCHAL.csv,0.027
Hao-Jinane,Hao/qwen/sheet_30_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_30_annotations_HARCHAL.csv,0.032
Mario-Hao,Mario/qwen/sheet_30_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_30_annotations_Hao_Qwen.csv,0.095
Mario-Axel,Axel/qwen/sheet_38_annotations_FELTEN.csv,Mario/qwen/sheet_38_annotations_JAKIMOSKI.csv,0.046
Hao-Axel,Axel/qwen/sheet_38_annotations_FELTEN.csv,Hao/qwen/sheet_38_annotations_Hao_Qwen.csv,0.034
Jinane-Axel,Axel/qwen/sheet_38_annotations_FELTEN.csv,Jinane/qwen/sheet_38_annotations_HARCHAL.csv,0.072
Mario-Jinane,Mario/qwen/sheet_38_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_38_annotations_HARCHAL.csv,0.099
Hao-Jinane,Hao/qwen/sheet_38_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_38_annotations_HARCHAL.csv,0.137
Mario-Hao,Mario/qwen/sheet_38_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_38_annotations_Hao_Qwen.csv,0.050
Mario-Axel,Axel/qwen/sheet_39_annotations_FELTEN.csv,Mario/qwen/sheet_39_annotations_JAKIMOSKI.csv,0.098
Hao-Axel,Axel/qwen/sheet_39_annotations_FELTEN.csv,Hao/qwen/sheet_39_annotations_Hao_Qwen.csv,0.061
Jinane-Axel,Axel/qwen/sheet_39_annotations_FELTEN.csv,Jinane/qwen/sheet_39_annotations_HARCHAL.csv,0.122
Mario-Jinane,Mario/qwen/sheet_39_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_39_annotations_HARCHAL.csv,0.113
Hao-Jinane,Hao/qwen/sheet_39_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_39_annotations_HARCHAL.csv,0.208
Mario-Hao,Mario/qwen/sheet_39_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_39_annotations_Hao_Qwen.csv,0.037
Mario-Axel,Axel/qwen/sheet_50_annotations_FELTEN.csv,Mario/qwen/sheet_50_annotations_JAKIMOSKI.csv,0.115
Hao-Axel,Axel/qwen/sheet_50_annotations_FELTEN.csv,Hao/qwen/sheet_50_annotations_Hao_Qwen.csv,0.121
Jinane-Axel,Axel/qwen/sheet_50_annotations_FELTEN.csv,Jinane/qwen/sheet_50_annotations_HARCHAL.csv,0.081
Mario-Jinane,Mario/qwen/sheet_50_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_50_annotations_HARCHAL.csv,0.004
Hao-Jinane,Hao/qwen/sheet_50_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_50_annotations_HARCHAL.csv,0.118
Mario-Hao,Mario/qwen/sheet_50_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_50_annotations_Hao_Qwen.csv,0.038
Mario-Axel,Axel/qwen/sheet_7_annotations_FELTEN.csv,Mario/qwen/sheet_7_annotations_JAKIMOSKI.csv,0.098
Hao-Axel,Axel/qwen/sheet_7_annotations_FELTEN.csv,Hao/qwen/sheet_7_annotations_Hao_Qwen.csv,0.177
Jinane-Axel,Axel/qwen/sheet_7_annotations_FELTEN.csv,Jinane/qwen/sheet_7_annotations_HARCHAL.csv,0.259
Mario-Jinane,Mario/qwen/sheet_7_annotations_JAKIMOSKI.csv,Jinane/qwen/sheet_7_annotations_HARCHAL.csv,0.135
Hao-Jinane,Hao/qwen/sheet_7_annotations_Hao_Qwen.csv,Jinane/qwen/sheet_7_annotations_HARCHAL.csv,0.127
Mario-Hao,Mario/qwen/sheet_7_annotations_JAKIMOSKI.csv,Hao/qwen/sheet_7_annotations_Hao_Qwen.csv,0.299
